mean_hours,std_hours,max_hours,min_hours,consistency_score,sleep_hours,workload_ratio,rest_efficiency,overwork_days,burnout_label
10.28747258267156,3.731495135414036,11.653901717996773,7.666496386725886,0.6372777564725229,6.590328476998466,1.5609954220911522,0.5180656953996932,1.0,1
6.266541277024627,2.673431941280345,6.623115245735317,5.528370335564151,0.573379983774766,5.768169607517904,1.0864003147302004,0.35363392150358075,2.0,1
11.30317503893659,1.1018463623717216,13.01069531915292,9.836282816036642,0.9025188623040749,4.375279151940101,2.583418028064449,0.07505583038802026,6.0,2
9.368416348712367,3.355537502971349,9.837702832812463,9.279264708643067,0.6418244687179656,8.954859930179493,1.0461823436388005,0.9909719860358986,0.0,0
2.1301281746517944,0.3801640305468238,2.3130031763453625,2.1034875948524476,0.821529974078218,4.873868633625242,0.4370507977904566,0.17477372672504837,0.0,0
12.707468219641072,3.484880255019524,14.203471719927656,10.591108556822679,0.7257612456875413,5.276542374880219,2.408294545332736,0.25530847497604386,2.0,2
10.133676423884236,2.654933500093561,12.099796774024119,9.778795556487433,0.7380088539401057,5.179578812473089,1.95646727094509,0.23591576249461782,4.0,2
10.432771663323447,0.49837643278380717,12.995213582542625,8.789346951990993,0.952229719113296,8.539707033428515,1.2216779360796064,0.907941406685703,6.0,1
2.5373635921065505,0.357775033915666,4.885870253969461,0.44934114547649084,0.8589973328896721,7.818441963617652,0.32453570723091907,0.7636883927235305,4.0,0
6.404631254746805,3.378763500464081,8.97635279301645,6.3079274960578875,0.4724499559658639,6.286648997196683,1.01876711386348,0.4573297994393366,3.0,1
5.449576290790975,1.3182115792672673,7.729782603253646,4.103352093353928,0.7581075098453322,8.777115169759295,0.6208846739948184,0.955423033951859,6.0,0
12.121179866183223,4.00185832845246,14.23089805690164,10.068724055225704,0.6698458093492028,4.263916903932209,2.8427336036978113,0.052783380786441826,1.0,2
8.726381440967975,3.429328594635792,8.756794148390075,6.057188477403425,0.6070159644252964,8.46835190610826,1.0304698644695665,0.8936703812216521,7.0,1
10.87313935924996,3.141856101229722,12.751446294677592,9.97544905744499,0.7110442534191477,4.302136678440796,2.5273811996114133,0.06042733568815919,2.0,2
6.320970385927973,1.2537272368505292,6.6824157983453265,3.3983207968749825,0.8016558913736358,5.955653479672819,1.0613395167301143,0.39113069593456373,2.0,1
3.7268646614173226,3.1902503355972804,3.9028660584149457,1.1932401624382303,0.14398546085544417,4.2700243918824485,0.8727970426825424,0.05400487837648971,7.0,2
7.655017444190017,4.266664580316753,8.124253900506984,5.703112227944454,0.442631631942909,8.994844958788427,0.8510449573353314,0.9989689917576854,5.0,1
1.7658070732501039,0.4120192546675601,4.235683557575355,0.5900305515117104,0.7666680234159404,8.571947512503009,0.2059983534283784,0.9143895025006017,3.0,0
10.931574063910984,1.4677318890160471,13.163122243211049,8.798242935312489,0.86573462518435,6.923994776231156,1.578795827726089,0.5847989552462313,2.0,1
8.579972789464778,1.0560251945771737,11.426290005080414,6.131392982253717,0.876919750156568,5.089222869991228,1.68591020842433,0.21784457399824558,3.0,1
10.097052881024485,1.7696256048030001,13.033981656975715,9.187153256364812,0.8247384038040764,5.383888625987346,1.8754200880544396,0.27677772519746924,6.0,1
