consistency_score,resume_score,internship_score,placement_boost,burnout_risk_encoded,avg_subject_score,placed
0.5989345047722784,0.42844565244935195,6.154811702863716,0.6154811702863716,0.0,31.74146427051327,1
0.42919430815205406,0.32450950136836854,4.925789214123797,0.4925789214123797,2.0,68.33628021818285,1
0.2000040222912015,0.9871577710234988,7.789541603336331,0.7789541603336331,2.0,76.90529713058417,1
0.42063943505846757,0.8039789838860062,0.9749389900264938,0.09749389900264938,0.0,51.70023415053918,1
0.18048402670221408,0.8902368862819408,5.9544661975784035,0.5954466197578403,2.0,45.68917150429036,0
0.9521458587753618,0.1359976568651774,1.9889837855129966,0.19889837855129966,1.0,47.17488149428111,0
0.17377363063204698,0.7139609567603044,5.145988701709804,0.5145988701709804,2.0,52.69124845312039,0
0.8586773673044568,0.6042843059037903,1.583213365120545,0.1583213365120545,0.0,60.391364060549066,1
0.6155807594732238,0.09923925086559804,9.123425501477897,0.9123425501477896,0.0,79.06972912895617,1
0.8108178381495901,0.7936635941824046,1.832771336100697,0.1832771336100697,1.0,42.93557635082546,0
0.888561368087372,0.85378180101701,5.750766755598441,0.5750766755598441,0.0,75.91258912948693,0
0.8039849479858042,0.9140929961043727,0.056096608486881916,0.005609660848688192,0.0,92.69559572239578,1
0.5892948961307447,0.9398205363562263,1.5643851487552707,0.15643851487552707,0.0,41.71780727202183,1
0.2669938623288597,0.10781056914004028,4.99334195346937,0.499334195346937,1.0,62.993948783211955,1
0.6600058638019735,0.8821722879561253,0.4096165385900419,0.04096165385900419,2.0,53.482960183921826,0
0.004843550906892924,0.945360019172417,5.427826566463866,0.5427826566463866,1.0,69.02957966905518,0
0.37746629735917125,0.6907941950191558,1.843340279115122,0.1843340279115122,2.0,87.25502319777145,0
0.8579636879310745,0.18385133592792435,7.2653923143187065,0.7265392314318706,2.0,87.61227428212578,0
0.5805361918497028,0.40083767118487545,8.68291489084656,0.8682914890846559,0.0,58.79826073493061,0
0.2606236964282953,0.09011024478861285,7.585459924674286,0.7585459924674286,2.0,79.22775485912781,0
0.8921808306904837,0.004246445479610728,0.6339034825324108,0.06339034825324108,0.0,63.23480466904875,1
0.015269059960770992,0.920062084482463,4.963461984331831,0.49634619843318306,0.0,80.1804589771856,1
0.8829250779417418,0.9723384095715685,1.1117687479151606,0.11117687479151606,1.0,87.4834774143561,1
0.7594542386202581,0.9192928904461264,4.090575664572905,0.40905756645729047,1.0,76.26745591948814,1
0.1463762465212295,0.2539625830034066,8.395470265053573,0.8395470265053573,0.0,33.9491850586235,1
0.06290432137141422,0.6211109304998842,0.4116032075669984,0.04116032075669984,1.0,45.944130272365214,1
0.9512353818825771,0.4996976250393098,2.516520044014212,0.2516520044014212,1.0,81.07563580345189,1
0.06703318302376504,0.4960475715810756,8.265700267177316,0.8265700267177316,1.0,31.276889868815577,0
0.9737616190427607,0.4283338219310062,4.059275588178791,0.4059275588178791,2.0,63.666034812294036,0
0.4206290386581657,0.9411804556188852,2.353555951284856,0.23535559512848558,1.0,69.67727358968192,1
0.3535043234222145,0.7908893958323794,9.494104400671667,0.9494104400671667,1.0,83.29974621191862,1
0.650044014492085,0.8468685674027843,1.5573031525962855,0.15573031525962855,0.0,82.43008415780349,0
0.49604674425972395,0.03461067543291796,7.8860791780944295,0.788607917809443,2.0,34.75671696895079,0
0.3900477977116027,0.41195016711788457,1.7807760484284263,0.17807760484284263,1.0,74.18019418276567,0
0.6401617375201863,0.5979782650528206,9.630520934193598,0.9630520934193598,0.0,81.36953115692417,0
0.3500665349515101,0.6587215105352687,7.860711971294449,0.7860711971294448,0.0,36.85358795705728,0
0.03435369915140063,0.8948797720858866,2.764284987418555,0.2764284987418555,2.0,61.551875892225205,0
0.824639386346025,0.16700292094969182,9.836142138367268,0.9836142138367269,0.0,72.20828671536196,1
0.5146393501502596,0.09003671366676957,1.144596411899561,0.11445964118995611,0.0,52.2559198421526,0
0.6866845012774525,0.8931988642486959,8.59596882730051,0.859596882730051,2.0,54.08459903859481,1
0.5751738851726529,0.5066192418149894,6.994293870240761,0.6994293870240761,1.0,36.6870224792557,0
0.614192345813591,0.5392155631276356,1.7388436042744038,0.17388436042744038,2.0,80.33376124581437,0
0.21893973295530123,0.8900006586805523,5.463713959590973,0.5463713959590973,1.0,45.41273422793783,0
0.9346606277646188,0.7498099723067936,0.11924811593198359,0.011924811593198359,1.0,58.269908052559394,1
0.4477227201532361,0.7307544892322132,5.731276815533257,0.5731276815533257,2.0,63.56480314928789,1
0.9200967814704778,0.18602846119580319,5.822035574340965,0.5822035574340965,0.0,35.671240548768886,1
0.8069180221918136,0.6214102925764209,4.085262152659754,0.40852621526597543,1.0,58.02354824459692,0
0.7200818438061748,0.4500712270667696,8.244157854903138,0.8244157854903138,1.0,39.90366180404632,1
0.46011786176365654,0.611041498724646,9.307470250295973,0.9307470250295973,2.0,45.11400111233531,1
0.022643644519567796,0.5756771776387793,5.337618670909116,0.5337618670909116,1.0,53.15863620711611,0
0.31521214959827404,0.026279974910153103,6.739535603611567,0.6739535603611567,2.0,61.83248077139094,1
0.6648575925606248,0.3438754054706076,1.4585587479614759,0.1458558747961476,2.0,58.22332186195432,1
0.33065333900222704,0.45780320706325817,9.980980264357157,0.9980980264357158,2.0,34.65266659525917,1
0.09912736927552779,0.5002219216296195,8.579161329577103,0.8579161329577103,2.0,52.77401352358893,1
0.5177588050443718,0.09946926964376668,9.490277536470447,0.9490277536470447,2.0,32.549345690042614,1
0.15447954639773498,0.8985389013627374,7.780642313393688,0.7780642313393689,1.0,46.30115173093383,1
0.3062205118715611,0.3343156927050648,3.2291441056637957,0.3229144105663796,2.0,35.53214591914034,0
0.5019130277122226,0.48942197541377064,2.2168144992097414,0.22168144992097413,1.0,40.88019124171134,0
0.11627982900100287,0.6637274143366922,5.110476046173995,0.5110476046173995,1.0,62.66188271073051,0
0.11252853830976062,0.719081636083751,0.8259932628564393,0.08259932628564393,0.0,90.27517557752978,0
0.21008882127639883,0.37802751557290837,5.51818486757287,0.5518184867572871,2.0,42.659706888234425,0
0.5918056771446413,0.12911282629705967,3.6992000393400937,0.36992000393400937,2.0,77.50242232607945,0
0.93319788783443,0.20731766923322714,7.2793398771697895,0.7279339877169789,0.0,32.84061804018705,1
0.23903665441733912,0.1650518574396247,6.2569221500856145,0.6256922150085614,1.0,51.83019782371216,1
0.7198237118107547,0.24413780451961764,2.4652011615698854,0.24652011615698854,1.0,56.09002339580358,0
0.1893785044142583,0.6036463313327989,7.33441874115238,0.733441874115238,2.0,37.04286500278965,1
0.6355149836533133,0.5357588204609784,3.111129217407144,0.31111292174071437,0.0,71.39026268016174,1
0.13771937984291927,0.16863044782484216,2.485922490635668,0.2485922490635668,2.0,39.46876560886957,1
0.8453810833965169,0.6815165043825611,4.185535671815902,0.4185535671815902,0.0,82.04405594985407,0
0.7425089858114216,0.06370469926476219,1.578534155355541,0.1578534155355541,0.0,68.44914693403942,0
0.680726444658139,0.9096070218175075,3.2516006536819364,0.32516006536819364,0.0,78.18404643263479,1
0.014661776203388821,0.5661908317796172,2.598486103946791,0.2598486103946791,2.0,40.67515332538797,0
0.8364098516185701,0.5904173248773297,0.21729916135627914,0.021729916135627914,1.0,50.61149983745679,1
0.15085051504055336,0.2858938414164107,3.008762881950103,0.30087628819501033,2.0,75.85587541212354,0
0.5334890152910078,0.5116370030198576,4.668334085904361,0.4668334085904361,1.0,59.467435815730056,1
0.7766616381224039,0.42625729070805796,8.297383781452425,0.8297383781452424,1.0,71.1021983271441,1
0.6316705168895291,0.950746446085436,1.804765218195633,0.1804765218195633,0.0,56.87479745108292,0
0.8190247337193742,0.07622145740839725,3.2738904399588273,0.32738904399588276,0.0,73.69376157241805,0
0.7088521363213985,0.45873563564133535,0.2937382601738592,0.029373826017385918,2.0,71.69930200883663,1
0.7560761254479127,0.7915173504786017,0.7510821214062624,0.07510821214062624,0.0,49.46786920075726,1
0.2987688158688546,0.5445770908442562,3.5611490231714726,0.35611490231714726,2.0,87.30921555487294,0
0.3791058127707927,0.5652179617637452,4.999283725786844,0.4999283725786844,0.0,77.60525076327949,1
0.5014529306552323,0.911215614656741,7.4826198530982655,0.7482619853098266,2.0,34.43436292618265,1
0.586160745386969,0.3756927847929775,7.631800808051099,0.7631800808051099,1.0,32.45075891146325,1
0.6916710131815671,0.002064355530918105,9.139787231205771,0.9139787231205772,0.0,76.5479893941652,0
0.5555747323573258,0.9256714136513439,9.077961112619152,0.9077961112619152,0.0,71.0820602187375,1
0.7104572336206232,0.03305974830599212,1.0149968182650115,0.10149968182650115,2.0,90.0896421965911,1
0.15075029760706726,0.7974041239070854,1.1205249987099297,0.11205249987099297,2.0,73.90548152990175,0
0.3946466142214202,0.13959421843226738,4.967913017534818,0.49679130175348185,1.0,43.53250446223215,1
0.9133054443383485,0.020684187742165294,5.8947368428053615,0.5894736842805361,1.0,32.73267927705127,0
0.21695708618087972,0.3546702372922743,5.978902524448327,0.5978902524448327,2.0,64.60644265549494,0
0.14366086835675607,0.8640564267559583,4.862762105298415,0.48627621052984155,1.0,62.25928644987662,1
0.7448078382521905,0.03693786906855068,9.811992984392727,0.9811992984392728,0.0,90.92965130955123,1
0.19442914512288023,0.2626801074654841,5.089556944633017,0.5089556944633017,2.0,76.0441195395942,0
0.45760952418316625,0.2790492281189,9.353109665228752,0.9353109665228752,2.0,88.50334279669751,1
0.7118316997951107,0.0948069325102896,9.881913675637755,0.9881913675637755,1.0,79.17683307583604,1
0.4848500854034449,0.09255804354271446,4.440219025964183,0.44402190259641827,0.0,72.9403525483447,1
0.9015109749123099,0.9081806151559505,1.3376422832122314,0.13376422832122314,1.0,66.60358502331061,0
0.8781484518000889,0.6952956549707265,3.259180499744976,0.3259180499744976,2.0,67.70230632218734,0
0.5029505653099964,0.31113753522372334,3.5853984170567346,0.35853984170567343,2.0,62.98469947689258,0
0.9608493645640394,0.23832078145990365,8.883279652629707,0.8883279652629706,2.0,84.53302212559149,1
0.2917738691141587,0.0428812128867333,9.61697246818668,0.961697246818668,1.0,45.25107685983818,1
0.23389194087117604,0.3587872312297772,1.6965411942142605,0.16965411942142605,2.0,89.48740174438612,1
0.6702449154334353,0.30113456617549517,0.20073632624623805,0.020073632624623805,1.0,66.36704093601524,1
0.5727820791649362,0.9170798085778178,8.30663062962654,0.8306630629626539,0.0,58.43309504384658,0
0.251106907779703,0.22050856511729455,5.586461197073142,0.5586461197073141,1.0,43.716728973824495,0
0.3711314588500396,0.40514724422175186,7.511722463595911,0.7511722463595911,0.0,47.94410114969151,1
0.23302700631496553,0.6820140861231125,3.3167111072500743,0.33167111072500743,2.0,67.97004723954302,0
0.23697714578537554,0.3211803748213544,1.5851977333473444,0.15851977333473444,0.0,39.86208064695526,1
0.36757091818084797,0.7817859598902779,2.6466037815824683,0.26466037815824683,2.0,30.21517158955444,0
0.9242196850080998,0.7262564249050744,0.48479336698042497,0.0484793366980425,0.0,46.84967652113028,1
0.8348978676382459,0.03546895004201622,3.8584642491577146,0.3858464249157715,1.0,49.76677921805629,0
0.5124181851356127,0.8558306278106035,0.9922687843741851,0.09922687843741851,0.0,91.18546812866029,1
0.4777695138776078,0.36390007169360716,4.637715305365492,0.4637715305365492,0.0,67.81857305024988,1
0.031478521622398836,0.09585574308717981,7.9922446220217305,0.799224462202173,2.0,56.37473222615068,0
0.4622961651782408,0.6983455985824785,0.4763031121817063,0.04763031121817063,2.0,93.89500104849184,0
0.623776849231512,0.7471466483644981,8.96712468688463,0.8967124686884629,2.0,53.88128871195255,1
0.7785902070641265,0.07100969784965672,1.2315237308907923,0.12315237308907923,1.0,92.27903145156822,0
0.3559796920134912,0.35392065522777494,6.559808213235564,0.6559808213235564,2.0,91.19527137497039,1
0.9193887639484477,0.8954804885767367,2.40535745211918,0.24053574521191798,2.0,74.84327453611226,1
0.8401927835153289,0.6694379693550747,8.449182385958599,0.8449182385958599,2.0,64.14025158255532,1
0.08223344225894569,0.5339216995478577,0.10352021586795601,0.010352021586795601,0.0,83.41342100391182,1
0.9029480546018064,0.5041129883476959,4.213871927922481,0.4213871927922481,2.0,51.05416797758502,1
0.22282927768166794,0.6084163325758952,9.619020968852993,0.9619020968852994,1.0,53.91080448821228,0
0.923318028251675,0.653020935213741,1.1289468507127454,0.11289468507127454,2.0,43.447493883789804,0
0.6306798176588683,0.06883657877266491,7.606443477954004,0.7606443477954004,2.0,46.60108143876717,1
0.4119202455925465,0.3341482900114333,7.266179102301988,0.7266179102301988,1.0,38.869738655292714,1
0.4364511234943712,0.5266519522169419,3.1917478246099042,0.3191747824609904,2.0,85.29426384515101,0
0.5627886450437494,0.730341473016099,0.604545959892705,0.0604545959892705,2.0,30.081128848062438,0
0.8438728661336246,0.7427747266908376,8.330953750219312,0.8330953750219312,0.0,57.590928533438934,1
0.8369225170336823,0.6055093322140428,9.04878673140336,0.9048786731403361,2.0,53.67413925589626,1
0.414903056904124,0.5865248306567811,1.278306908866591,0.1278306908866591,2.0,55.1988371566636,0
0.8490272393880993,0.36775085182893663,8.478278006214758,0.8478278006214758,0.0,84.8445157574217,1
0.4719541053644446,0.834700066520687,8.332233584283644,0.8332233584283644,0.0,83.36902766957195,0
0.4175509276826447,0.9164002297616528,5.770228783159485,0.5770228783159486,1.0,73.120805577973,1
0.2432534300651661,0.8463174107732996,7.835317476971181,0.7835317476971181,1.0,74.79210991931615,0
0.8279300170143881,0.8719209938655703,0.3947888098790897,0.03947888098790897,0.0,82.22965165963208,0
0.6200635377891291,0.9088100784006296,4.961769867694278,0.4961769867694278,0.0,55.02792328608275,1
0.43111780664891597,0.20206363550762274,9.669918328754175,0.9669918328754175,1.0,59.28478489677774,1
0.6623766534785472,0.5138765716830801,7.75215465179876,0.7752154651798759,0.0,45.90757318316612,1
0.8610119888920778,0.5345402977329957,2.6813439760919646,0.26813439760919644,0.0,45.47345076492512,1
0.1978238356196943,0.48542490410647243,6.235311995663656,0.6235311995663656,0.0,90.75015919946497,1
0.39244206900031686,0.8484885195691889,2.125498164277965,0.2125498164277965,0.0,79.44218338424551,1
0.3803003925486613,0.3250389332370539,2.2212556847804734,0.22212556847804735,1.0,59.444251405366806,0
0.07602185984940879,0.16131370628582187,1.8934585924523617,0.18934585924523617,1.0,32.53460045913972,0
0.3340682545769783,0.27430061349969304,1.899815953745807,0.1899815953745807,2.0,78.28205870534596,1
0.7617930042126623,0.14312765068013045,4.992910598890916,0.49929105988909156,1.0,91.65352777329132,1
0.25334014009459294,0.4047900450822213,3.0979842103601216,0.3097984210360122,0.0,90.23802035414985,0
0.8109150382401175,0.11681109994679495,7.77959415881618,0.777959415881618,2.0,76.42056178488725,0
0.955253564405487,0.08757576331875006,8.941117426167393,0.8941117426167393,1.0,72.10298140148235,1
0.22397045798853776,0.4510052495122113,4.875909491321821,0.48759094913218204,1.0,37.854600868247886,1
0.40966629452804937,0.6011407482453511,1.9131491999102035,0.19131491999102035,1.0,35.56809842063714,1
0.1313340382513425,0.6076418791793079,9.979990839683238,0.9979990839683237,1.0,47.238193287228356,0
0.6921440821124715,0.0922866532512342,0.4703223822835445,0.04703223822835445,2.0,66.64329551220818,0
0.4821999802956415,0.9715749504346589,5.4964404299424805,0.5496440429942481,1.0,89.35890397665793,1
0.588711275601967,0.1217462886972942,2.1964917640860437,0.21964917640860437,2.0,86.62128601373374,0
0.7786933398539819,0.6604634642633531,9.376575909229864,0.9376575909229864,0.0,49.89407570805939,1
0.7761791090034145,0.8886404967965899,3.249632373629031,0.3249632373629031,2.0,53.805735026711574,0
0.5159756380117302,0.8847660420942403,9.580431175616813,0.9580431175616813,2.0,50.17236025317607,0
0.8823208157660565,0.5121289662261421,9.728012533266398,0.9728012533266398,2.0,64.46113344915314,1
0.9319312779276233,0.2774528012746681,9.42974839165653,0.942974839165653,0.0,82.58013269810345,0
0.6307133075353534,0.8278694791646746,7.927247973414281,0.7927247973414281,1.0,80.90265242432409,1
0.03840640187431621,0.6125897962082961,7.412156025204127,0.7412156025204127,2.0,87.60992347142538,0
0.7759657080896254,0.7910465946476063,9.527712200007928,0.9527712200007927,0.0,63.911796696842906,1
0.8919172102415908,0.39999203383260185,2.2366994599526446,0.22366994599526446,1.0,72.78008197839391,1
0.5566386358427747,0.913428660099046,8.09902330542963,0.8099023305429631,2.0,92.00384320073866,1
0.7003578648859919,0.9295926691217502,1.1348786505132413,0.11348786505132413,2.0,73.9109299122025,1
0.35604424004232205,0.7373470957115458,3.618779659753071,0.3618779659753071,2.0,40.858924782211616,1
0.5021044068728678,0.9425668310653887,4.018318664975309,0.40183186649753094,2.0,51.245489846345286,1
0.7981063836536784,0.4534982075620727,9.953264229643995,0.9953264229643995,0.0,34.92014084775641,1
0.8759611629161659,0.1944636200894252,3.209766652512821,0.3209766652512821,2.0,37.182266972062564,1
0.11521626636043725,0.65590404661313,5.54733574003576,0.554733574003576,0.0,61.96926855171713,1
0.017185925392267154,0.6533650894424057,6.334907282889799,0.6334907282889799,2.0,78.00703745464993,0
